Date,Adj Close,Close,High,Low,Open,Volume,MACD,Signal,Rolling Mean Adj Close 20,Rolling std Adj Close 20,Low 14,High 14,Williams %R,RSI,Returns
2000-01-31,0.7852389812469482,0.9263389706611633,0.9274550080299377,0.84375,0.9017860293388367,701680000.0,-0.002046764491847819,-0.005810354249489796,0.7822826087474823,0.05422418333424134,0.6598851680755615,0.8590327501296997,-0.0011330316822053355,54.77136736185672,0.020694555950570553
2000-02-01,0.7587488889694214,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200.0,-0.005311498259292224,-0.005710583051450282,0.7778597205877305,0.052220405805107624,0.6598851680755615,0.8590327501296997,-0.001539761332545722,56.10997745126835,-0.03431722807913064
2000-02-02,0.7478687167167664,0.8822540044784546,0.9118300080299377,0.8660709857940674,0.8995540142059326,464195200.0,-0.008676742179760555,-0.006303814877112337,0.7764642119407654,0.0526500994324543,0.732258677482605,0.8590327501296997,-0.0015361184915134766,60.152729866854514,-0.01444342792229125
2000-02-03,0.781927764415741,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600.0,-0.008497487974172158,-0.006742549496524301,0.7762040495872498,0.05260745521451804,0.7478687167167664,0.8590327501296997,-0.0010429763244639604,56.28745704724046,0.044534913249146796
2000-02-04,0.8174057006835938,0.9642860293388367,0.982142984867096,0.9252229928970337,0.928013026714325,425320000.0,-0.005430060413108451,-0.006480051679841132,0.7811236470937729,0.051568115146623024,0.7478687167167664,0.8590327501296997,-0.0005630767793751019,57.109315923909975,0.04437318186345274
2000-02-07,0.8632895946502686,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388367,441067200.0,0.0006953294786632425,-0.005044975448140258,0.78663449883461,0.05423299112402705,0.7478687167167664,0.8632895946502686,-0.0,59.080698516791784,0.054614656902594906
2000-02-08,0.8694398403167725,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200.0,0.005977118028477224,-0.0028405567528167618,0.7931151032447815,0.05605871807303248,0.7478687167167664,0.8694398403167725,-0.0,57.705711163660766,0.007098940400980985
2000-02-09,0.8524096012115479,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800.0,0.008688618553088556,-0.0005347216916356981,0.8006363421678543,0.053207016917129354,0.7478687167167664,0.8694398403167725,-0.00023039543830579137,49.111591887773294,-0.019781978675282683
2000-02-10,0.8590327501296997,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400.0,0.011242340318798116,0.001820690710451065,0.8105937212705612,0.04316736451104611,0.7478687167167664,0.8694398403167725,-0.00014079344924775229,52.281578670251946,0.007739883235537655
2000-02-11,0.8230818510055542,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200.0,0.010247123648766232,0.0035059772981140985,0.8151348799467086,0.03907626663895735,0.7478687167167664,0.8694398403167725,-0.0006271590903886171,52.62461297698664,-0.042751396962514635
